tag,seed,h,minutes_ahead,AQL,MAE,RMSE,AQCR,coverage80,AIW
gru_no_known,42,18,270,27.897498321533202,72.21605682373047,389.5633544921875,0.0,76.49047414410542,154.8590850830078
gru_no_known,42,19,285,28.3983211517334,74.0349349975586,390.07958984375,0.0,74.252972353531,154.9794158935547
gru_no_known,42,20,300,28.044079208374022,72.65425109863281,389.6849670410156,0.0,75.93181492622834,155.06150817871094
gru_no_known,42,21,315,28.41635513305664,74.08845520019531,390.0437927246094,0.0,74.43632717375735,156.5355987548828
gru_no_known,42,22,330,28.08478698730469,72.93944549560547,389.7121276855469,0.0,76.02635725540753,156.0831298828125
gru_no_known,42,23,345,28.42856788635254,74.14611053466797,390.08050537109375,0.0,74.36183927804039,157.1733856201172
gru_no_known,42,24,360,28.13084182739258,73.07394409179688,389.8325500488281,0.0,75.78283913479444,156.45619201660156
gru_no_known,42,25,375,28.400570678710938,74.0240478515625,389.9844055175781,0.0,74.03810342357828,156.82015991210938
gru_no_known,42,26,390,28.108122634887696,73.15127563476562,389.7689514160156,0.0,76.13522417991692,157.73190307617188
gru_no_known,42,27,405,28.383478546142577,73.9481201171875,389.911376953125,0.0,73.81750465549348,156.19747924804688
gru_no_known,42,28,420,28.104417037963866,73.14945983886719,389.72186279296875,0.0,75.98624838848302,157.83819580078125
gru_no_known,42,29,435,28.342214584350586,73.80915069580078,389.7852478027344,0.0,73.65706918779544,155.6886749267578
gru_no_known,42,30,450,28.075577545166016,73.15550231933594,389.6804504394531,0.0,76.53058301102995,159.7073211669922
gru_no_known,42,31,465,28.337864303588866,73.7938003540039,389.8047790527344,0.0,73.45938977223894,154.49148559570312
gru_no_known,42,32,480,28.079601287841797,73.16629791259766,389.6849365234375,0.0,75.79716373012462,157.66311645507812
gru_no_known,42,33,495,28.339672470092772,73.78936767578125,389.7417297363281,0.0,73.11273456524853,152.51612854003906
gru_no_known,42,34,510,28.083306503295898,73.24473571777344,389.6820068359375,0.0,76.10943990832259,158.72723388671875
gru_no_known,42,35,525,28.33071174621582,73.78246307373047,389.78704833984375,0.0,73.13851883684286,152.28244018554688
gru_no_known,42,36,540,28.107269287109375,73.28284454345703,389.75994873046875,0.0,75.34737143675692,156.66944885253906
gru_no_known,42,37,555,28.37492561340332,73.87789154052734,389.8467102050781,0.0,72.9838132072769,151.47372436523438
gru_no_known,42,38,570,28.114190673828126,73.26509094238281,389.7803955078125,0.0,75.20126056438906,155.75303649902344
gru_no_known,42,39,585,28.33786811828613,73.76384735107422,389.8338623046875,0.0,73.19581721816358,151.72393798828125
gru_no_known,42,40,600,28.128096771240234,73.22814178466797,389.8023681640625,0.0,75.00644606789858,155.11795043945312
gru_no_known,42,41,615,28.344956588745116,73.8022232055664,389.8741455078125,0.0,73.12705916057871,151.32022094726562
gru_no_known,42,42,630,28.134476089477538,73.16621398925781,389.82806396484375,0.0,74.98066179630426,154.9425048828125
gru_no_known,42,43,645,28.301109313964844,73.66268157958984,389.8445739746094,0.0,73.25025068041828,151.0877685546875
